wavelength,T,empty1,empty2,empty3
725.9,0.00095499,,,
726,0.00097724,,,
726.1,0.00102329,,,
726.2,0.00104713,,,
726.3,0.00109648,,,
726.4,0.00112202,,,
726.5,0.0011749,,,
726.6,0.00120226,,,
726.7,0.00125893,,,
726.8,0.00131826,,,
726.9,0.00138038,,,
727,0.00141254,,,
727.1,0.00147911,,,
727.2,0.00154882,,,
727.3,0.00162181,,,
727.4,0.00169824,,,
727.5,0.00177828,,,
727.6,0.00186209,,,
727.7,0.00194984,,,
727.8,0.00204174,,,
727.9,0.00213796,,,
728,0.00223872,,,
728.1,0.00234423,,,
728.2,0.00245471,,,
728.3,0.0025704,,,
728.4,0.00269153,,,
728.5,0.00275423,,,
728.6,0.00288403,,,
728.7,0.00301995,,,
728.8,0.00316228,,,
728.9,0.00323594,,,
729,0.00338844,,,
729.1,0.00346737,,,
729.2,0.00354813,,,
729.3,0.00363078,,,
729.4,0.00371535,,,
729.5,0.00380189,,,
729.6,0.00389045,,,
729.7,0.00398107,,,
729.8,0.00398107,,,
729.9,0.0040738,,,
730,0.0040738,,,
730.1,0.00416869,,,
730.2,0.00416869,,,
730.3,0.00416869,,,
730.4,0.00416869,,,
730.5,0.00416869,,,
730.6,0.00416869,,,
730.7,0.00416869,,,
730.8,0.00416869,,,
730.9,0.00416869,,,
731,0.00416869,,,
731.1,0.00416869,,,
731.2,0.00416869,,,
731.3,0.00416869,,,
731.4,0.0040738,,,
731.5,0.0040738,,,
731.6,0.0040738,,,
731.7,0.0040738,,,
731.8,0.0040738,,,
731.9,0.0040738,,,
732,0.0040738,,,
732.1,0.0040738,,,
732.2,0.0040738,,,
732.3,0.0040738,,,
732.4,0.0040738,,,
732.5,0.00416869,,,
732.6,0.00416869,,,
732.7,0.00416869,,,
732.8,0.00416869,,,
732.9,0.00416869,,,
733,0.0042658,,,
733.1,0.0042658,,,
733.2,0.0042658,,,
733.3,0.0042658,,,
733.4,0.00436516,,,
733.5,0.00436516,,,
733.6,0.00436516,,,
733.7,0.00436516,,,
733.8,0.00446684,,,
733.9,0.00446684,,,
734,0.00446684,,,
734.1,0.00446684,,,
734.2,0.00446684,,,
734.3,0.00446684,,,
734.4,0.00446684,,,
734.5,0.00446684,,,
734.6,0.00436516,,,
734.7,0.00436516,,,
734.8,0.00436516,,,
734.9,0.0042658,,,
735,0.0042658,,,
735.1,0.00416869,,,
735.2,0.00416869,,,
735.3,0.0040738,,,
735.4,0.00398107,,,
735.5,0.00389045,,,
735.6,0.00380189,,,
735.7,0.00371535,,,
735.8,0.00363078,,,
735.9,0.00354813,,,
736,0.00346737,,,
736.1,0.00338844,,,
736.2,0.00331131,,,
736.3,0.00323594,,,
736.4,0.00316228,,,
736.5,0.0030903,,,
736.6,0.00295121,,,
736.7,0.00288403,,,
736.8,0.00281838,,,
736.9,0.00275423,,,
737,0.00269153,,,
737.1,0.00263027,,,
737.2,0.0025704,,,
737.3,0.00251189,,,
737.4,0.00245471,,,
737.5,0.00239883,,,
737.6,0.00234423,,,
737.7,0.00229087,,,
737.8,0.00223872,,,
737.9,0.00218776,,,
738,0.00213796,,,
738.1,0.00213796,,,
738.2,0.0020893,,,
738.3,0.00204174,,,
738.4,0.00204174,,,
738.5,0.00199526,,,
738.6,0.00199526,,,
738.7,0.00199526,,,
738.8,0.00194984,,,
738.9,0.00194984,,,
739,0.00194984,,,
739.1,0.00194984,,,
739.2,0.00194984,,,
739.3,0.00194984,,,
739.4,0.00194984,,,
739.5,0.00194984,,,
739.6,0.00194984,,,
739.7,0.00194984,,,
739.8,0.00194984,,,
739.9,0.00199526,,,
740,0.00199526,,,
740.1,0.00204174,,,
740.2,0.00204174,,,
740.3,0.0020893,,,
740.4,0.00213796,,,
740.5,0.00218776,,,
740.6,0.00223872,,,
740.7,0.00223872,,,
740.8,0.00229087,,,
740.9,0.00239883,,,
741,0.00245471,,,
741.1,0.00251189,,,
741.2,0.0025704,,,
741.3,0.00269153,,,
741.4,0.00275423,,,
741.5,0.00288403,,,
741.6,0.00301995,,,
741.7,0.0030903,,,
741.8,0.00323594,,,
741.9,0.00338844,,,
742,0.00354813,,,
742.1,0.00371535,,,
742.2,0.00389045,,,
742.3,0.00416869,,,
742.4,0.00436516,,,
742.5,0.00457088,,,
742.6,0.00489779,,,
742.7,0.00512861,,,
742.8,0.00549541,,,
742.9,0.00588844,,,
743,0.00616595,,,
743.1,0.00660693,,,
743.2,0.00707946,,,
743.3,0.00758578,,,
743.4,0.00812831,,,
743.5,0.00851138,,,
743.6,0.00912011,,,
743.7,0.00977237,,,
743.8,0.01023293,,,
743.9,0.01096478,,,
744,0.01148154,,,
744.1,0.01174898,,,
744.2,0.01230269,,,
744.3,0.01258925,,,
744.4,0.0128825,,,
744.5,0.01318257,,,
744.6,0.01318257,,,
744.7,0.0128825,,,
744.8,0.0128825,,,
744.9,0.01258925,,,
745,0.01230269,,,
745.1,0.01174898,,,
745.2,0.01122018,,,
745.3,0.01071519,,,
745.4,0.01023293,,,
745.5,0.00977237,,,
745.6,0.00933254,,,
745.7,0.00891251,,,
745.8,0.00851138,,,
745.9,0.00794328,,,
746,0.00758578,,,
746.1,0.00724436,,,
746.2,0.00691831,,,
746.3,0.00660693,,,
746.4,0.00630957,,,
746.5,0.0060256,,,
746.6,0.0057544,,,
746.7,0.00549541,,,
746.8,0.00524807,,,
746.9,0.00501187,,,
747,0.00489779,,,
747.1,0.00467735,,,
747.2,0.00457088,,,
747.3,0.00446684,,,
747.4,0.0042658,,,
747.5,0.00416869,,,
747.6,0.0040738,,,
747.7,0.00398107,,,
747.8,0.00389045,,,
747.9,0.00380189,,,
748,0.00371535,,,
748.1,0.00371535,,,
748.2,0.00363078,,,
748.3,0.00354813,,,
748.4,0.00354813,,,
748.5,0.00346737,,,
748.6,0.00346737,,,
748.7,0.00338844,,,
748.8,0.00338844,,,
748.9,0.00338844,,,
749,0.00338844,,,
749.1,0.00331131,,,
749.2,0.00331131,,,
749.3,0.00331131,,,
749.4,0.00331131,,,
749.5,0.00331131,,,
749.6,0.00331131,,,
749.7,0.00331131,,,
749.8,0.00331131,,,
749.9,0.00331131,,,
750,0.00331131,,,
750.1,0.00331131,,,
750.2,0.00331131,,,
750.3,0.00338844,,,
750.4,0.00338844,,,
750.5,0.00338844,,,
750.6,0.00338844,,,
750.7,0.00338844,,,
750.8,0.00338844,,,
750.9,0.00338844,,,
751,0.00338844,,,
751.1,0.00338844,,,
751.2,0.00338844,,,
751.3,0.00338844,,,
751.4,0.00338844,,,
751.5,0.00338844,,,
751.6,0.00338844,,,
751.7,0.00338844,,,
751.8,0.00338844,,,
751.9,0.00338844,,,
752,0.00338844,,,
752.1,0.00331131,,,
752.2,0.00331131,,,
752.3,0.00331131,,,
752.4,0.00323594,,,
752.5,0.00323594,,,
752.6,0.00323594,,,
752.7,0.00316228,,,
752.8,0.00316228,,,
752.9,0.0030903,,,
753,0.00301995,,,
753.1,0.00301995,,,
753.2,0.00295121,,,
753.3,0.00295121,,,
753.4,0.00288403,,,
753.5,0.00281838,,,
753.6,0.00281838,,,
753.7,0.00275423,,,
753.8,0.00269153,,,
753.9,0.00269153,,,
754,0.00263027,,,
754.1,0.0025704,,,
754.2,0.0025704,,,
754.3,0.00251189,,,
754.4,0.00251189,,,
754.5,0.00245471,,,
754.6,0.00239883,,,
754.7,0.00239883,,,
754.8,0.00234423,,,
754.9,0.00234423,,,
755,0.00229087,,,
755.1,0.00229087,,,
755.2,0.00223872,,,
755.3,0.00223872,,,
755.4,0.00223872,,,
755.5,0.00218776,,,
755.6,0.00218776,,,
755.7,0.00218776,,,
755.8,0.00213796,,,
755.9,0.00213796,,,
756,0.00213796,,,
756.1,0.00213796,,,
756.2,0.00213796,,,
756.3,0.00213796,,,
756.4,0.00213796,,,
756.5,0.00213796,,,
756.6,0.00213796,,,
756.7,0.00213796,,,
756.8,0.00213796,,,
756.9,0.00213796,,,
757,0.00213796,,,
757.1,0.00213796,,,
757.2,0.00218776,,,
757.3,0.00218776,,,
757.4,0.00218776,,,
757.5,0.00218776,,,
757.6,0.00223872,,,
757.7,0.00223872,,,
757.8,0.00229087,,,
757.9,0.00229087,,,
758,0.00234423,,,
758.1,0.00234423,,,
758.2,0.00239883,,,
758.3,0.00239883,,,
758.4,0.00245471,,,
758.5,0.00245471,,,
758.6,0.00251189,,,
758.7,0.0025704,,,
758.8,0.0025704,,,
758.9,0.00263027,,,
759,0.00269153,,,
759.1,0.00275423,,,
759.2,0.00275423,,,
759.3,0.00281838,,,
759.4,0.00288403,,,
759.5,0.00295121,,,
759.6,0.00295121,,,
759.7,0.00301995,,,
759.8,0.0030903,,,
759.9,0.00316228,,,
760,0.00323594,,,
760.1,0.00323594,,,
760.2,0.00331131,,,
760.3,0.00338844,,,
760.4,0.00346737,,,
760.5,0.00346737,,,
760.6,0.00354813,,,
760.7,0.00363078,,,
760.8,0.00371535,,,
760.9,0.00371535,,,
761,0.00380189,,,
761.1,0.00389045,,,
761.2,0.00389045,,,
761.3,0.00398107,,,
761.4,0.00398107,,,
761.5,0.0040738,,,
761.6,0.0040738,,,
761.7,0.00416869,,,
761.8,0.00416869,,,
761.9,0.0042658,,,
762,0.0042658,,,
762.1,0.0042658,,,
762.2,0.00436516,,,
762.3,0.00436516,,,
762.4,0.00436516,,,
762.5,0.00446684,,,
762.6,0.00446684,,,
762.7,0.00446684,,,
762.8,0.00457088,,,
762.9,0.00457088,,,
763,0.00457088,,,
763.1,0.00457088,,,
763.2,0.00457088,,,
763.3,0.00467735,,,
763.4,0.00467735,,,
763.5,0.00467735,,,
763.6,0.00467735,,,
763.7,0.0047863,,,
763.8,0.0047863,,,
763.9,0.0047863,,,
764,0.0047863,,,
764.1,0.00489779,,,
764.2,0.00489779,,,
764.3,0.00489779,,,
764.4,0.00501187,,,
764.5,0.00501187,,,
764.6,0.00501187,,,
764.7,0.00512861,,,
764.8,0.00512861,,,
764.9,0.00512861,,,
765,0.00524807,,,
765.1,0.00524807,,,
765.2,0.00537032,,,
765.3,0.00537032,,,
765.4,0.00549541,,,
765.5,0.00549541,,,
765.6,0.00562341,,,
765.7,0.0057544,,,
765.8,0.0057544,,,
765.9,0.00588844,,,
766,0.0060256,,,
766.1,0.0060256,,,
766.2,0.00616595,,,
766.3,0.00630957,,,
766.4,0.00630957,,,
766.5,0.00645654,,,
766.6,0.00660693,,,
766.7,0.00660693,,,
766.8,0.00676083,,,
766.9,0.00691831,,,
767,0.00691831,,,
767.1,0.00707946,,,
767.2,0.00707946,,,
767.3,0.00724436,,,
767.4,0.00724436,,,
767.5,0.0074131,,,
767.6,0.0074131,,,
767.7,0.00758578,,,
767.8,0.00758578,,,
767.9,0.00776247,,,
768,0.00776247,,,
768.1,0.00776247,,,
768.2,0.00776247,,,
768.3,0.00776247,,,
768.4,0.00776247,,,
768.5,0.00776247,,,
768.6,0.00776247,,,
768.7,0.00776247,,,
768.8,0.00776247,,,
768.9,0.00776247,,,
769,0.00758578,,,
769.1,0.00758578,,,
769.2,0.00758578,,,
769.3,0.0074131,,,
769.4,0.0074131,,,
769.5,0.00724436,,,
769.6,0.00724436,,,
769.7,0.00707946,,,
769.8,0.00691831,,,
769.9,0.00691831,,,
770,0.00676083,,,
770.1,0.00676083,,,
770.2,0.00660693,,,
770.3,0.00645654,,,
770.4,0.00645654,,,
770.5,0.00630957,,,
770.6,0.00616595,,,
770.7,0.00616595,,,
770.8,0.0060256,,,
770.9,0.00588844,,,
771,0.00588844,,,
771.1,0.0057544,,,
771.2,0.0057544,,,
771.3,0.00562341,,,
771.4,0.00562341,,,
771.5,0.00549541,,,
771.6,0.00549541,,,
771.7,0.00549541,,,
771.8,0.00537032,,,
771.9,0.00537032,,,
772,0.00537032,,,
772.1,0.00537032,,,
772.2,0.00524807,,,
772.3,0.00524807,,,
772.4,0.00524807,,,
772.5,0.00524807,,,
772.6,0.00524807,,,
772.7,0.00524807,,,
772.8,0.00537032,,,
772.9,0.00537032,,,
773,0.00537032,,,
773.1,0.00537032,,,
773.2,0.00549541,,,
773.3,0.00549541,,,
773.4,0.00549541,,,
773.5,0.00562341,,,
773.6,0.0057544,,,
773.7,0.0057544,,,
773.8,0.00588844,,,
773.9,0.0060256,,,
774,0.0060256,,,
774.1,0.00616595,,,
774.2,0.00630957,,,
774.3,0.00645654,,,
774.4,0.00660693,,,
774.5,0.00676083,,,
774.6,0.00691831,,,
774.7,0.00707946,,,
774.8,0.0074131,,,
774.9,0.00758578,,,
775,0.00776247,,,
775.1,0.00794328,,,
775.2,0.00831764,,,
775.3,0.00851138,,,
775.4,0.00891251,,,
775.5,0.00912011,,,
775.6,0.00933254,,,
775.7,0.00977237,,,
775.8,0.01,,,
775.9,0.01047129,,,
776,0.01071519,,,
776.1,0.01096478,,,
776.2,0.01148154,,,
776.3,0.01174898,,,
776.4,0.01202264,,,
776.5,0.01230269,,,
776.6,0.01258925,,,
776.7,0.0128825,,,
776.8,0.01318257,,,
776.9,0.01318257,,,
777,0.01318257,,,
777.1,0.01348963,,,
777.2,0.01348963,,,
777.3,0.01348963,,,
777.4,0.01318257,,,
777.5,0.01318257,,,
777.6,0.0128825,,,
777.7,0.01258925,,,
777.8,0.01230269,,,
777.9,0.01202264,,,
778,0.01174898,,,
778.1,0.01148154,,,
778.2,0.01096478,,,
778.3,0.01071519,,,
778.4,0.01023293,,,
778.5,0.00977237,,,
778.6,0.00954993,,,
778.7,0.00912011,,,
778.8,0.00870964,,,
778.9,0.00831764,,,
779,0.00812831,,,
779.1,0.00776247,,,
779.2,0.0074131,,,
779.3,0.00707946,,,
779.4,0.00676083,,,
779.5,0.00660693,,,
779.6,0.00630957,,,
779.7,0.0060256,,,
779.8,0.00588844,,,
779.9,0.00562341,,,
780,0.00549541,,,
780.1,0.00524807,,,
780.2,0.00512861,,,
780.3,0.00489779,,,
780.4,0.0047863,,,
780.5,0.00467735,,,
780.6,0.00446684,,,
780.7,0.00436516,,,
780.8,0.0042658,,,
780.9,0.00416869,,,
781,0.0040738,,,
781.1,0.00398107,,,
781.2,0.00389045,,,
781.3,0.00380189,,,
781.4,0.00371535,,,
781.5,0.00363078,,,
781.6,0.00354813,,,
781.7,0.00346737,,,
781.8,0.00346737,,,
781.9,0.00338844,,,
782,0.00338844,,,
782.1,0.00331131,,,
782.2,0.00323594,,,
782.3,0.00323594,,,
782.4,0.00323594,,,
782.5,0.00316228,,,
782.6,0.00316228,,,
782.7,0.00316228,,,
782.8,0.0030903,,,
782.9,0.0030903,,,
783,0.0030903,,,
783.1,0.0030903,,,
783.2,0.0030903,,,
783.3,0.0030903,,,
783.4,0.0030903,,,
783.5,0.0030903,,,
783.6,0.0030903,,,
783.7,0.0030903,,,
783.8,0.0030903,,,
783.9,0.0030903,,,
784,0.0030903,,,
784.1,0.0030903,,,
784.2,0.00316228,,,
784.3,0.00316228,,,
784.4,0.00316228,,,
784.5,0.00323594,,,
784.6,0.00323594,,,
784.7,0.00331131,,,
784.8,0.00331131,,,
784.9,0.00338844,,,
785,0.00338844,,,
785.1,0.00346737,,,
785.2,0.00346737,,,
785.3,0.00354813,,,
785.4,0.00363078,,,
785.5,0.00363078,,,
785.6,0.00371535,,,
785.7,0.00380189,,,
785.8,0.00389045,,,
785.9,0.00389045,,,
786,0.00398107,,,
786.1,0.0040738,,,
786.2,0.00416869,,,
786.3,0.0042658,,,
786.4,0.00436516,,,
786.5,0.00446684,,,
786.6,0.00457088,,,
786.7,0.00467735,,,
786.8,0.0047863,,,
786.9,0.00489779,,,
787,0.00501187,,,
787.1,0.00512861,,,
787.2,0.00524807,,,
787.3,0.00537032,,,
787.4,0.00549541,,,
787.5,0.00562341,,,
787.6,0.0057544,,,
787.7,0.0060256,,,
787.8,0.00616595,,,
787.9,0.00630957,,,
788,0.00645654,,,
788.1,0.00660693,,,
788.2,0.00691831,,,
788.3,0.00707946,,,
788.4,0.00724436,,,
788.5,0.0074131,,,
788.6,0.00776247,,,
788.7,0.00794328,,,
788.8,0.00812831,,,
788.9,0.00831764,,,
789,0.00851138,,,
789.1,0.00891251,,,
789.2,0.00912011,,,
789.3,0.00933254,,,
789.4,0.00954993,,,
789.5,0.00977237,,,
789.6,0.01,,,
789.7,0.01023293,,,
789.8,0.01047129,,,
789.9,0.01071519,,,
790,0.01096478,,,
790.1,0.01122018,,,
790.2,0.01122018,,,
790.3,0.01148154,,,
790.4,0.01174898,,,
790.5,0.01174898,,,
790.6,0.01174898,,,
790.7,0.01202264,,,
790.8,0.01202264,,,
790.9,0.01202264,,,
791,0.01202264,,,
791.1,0.01202264,,,
791.2,0.01202264,,,
791.3,0.01202264,,,
791.4,0.01174898,,,
791.5,0.01174898,,,
791.6,0.01148154,,,
791.7,0.01122018,,,
791.8,0.01122018,,,
791.9,0.01096478,,,
792,0.01071519,,,
792.1,0.01047129,,,
792.2,0.01023293,,,
792.3,0.01,,,
792.4,0.00954993,,,
792.5,0.00933254,,,
792.6,0.00912011,,,
792.7,0.00870964,,,
792.8,0.00851138,,,
792.9,0.00831764,,,
793,0.00794328,,,
793.1,0.00776247,,,
793.2,0.0074131,,,
793.3,0.00724436,,,
793.4,0.00691831,,,
793.5,0.00676083,,,
793.6,0.00645654,,,
793.7,0.00630957,,,
793.8,0.0060256,,,
793.9,0.00588844,,,
794,0.00562341,,,
794.1,0.00549541,,,
794.2,0.00524807,,,
794.3,0.00512861,,,
794.4,0.00489779,,,
794.5,0.0047863,,,
794.6,0.00457088,,,
794.7,0.00446684,,,
794.8,0.00436516,,,
794.9,0.00416869,,,
795,0.0040738,,,
795.1,0.00398107,,,
795.2,0.00389045,,,
795.3,0.00371535,,,
795.4,0.00363078,,,
795.5,0.00354813,,,
795.6,0.00346737,,,
795.7,0.00338844,,,
795.8,0.00331131,,,
795.9,0.00323594,,,
796,0.00316228,,,
796.1,0.0030903,,,
796.2,0.00301995,,,
796.3,0.00295121,,,
796.4,0.00288403,,,
796.5,0.00288403,,,
796.6,0.00281838,,,
796.7,0.00275423,,,
796.8,0.00275423,,,
796.9,0.00269153,,,
797,0.00263027,,,
797.1,0.00263027,,,
797.2,0.0025704,,,
797.3,0.0025704,,,
797.4,0.00251189,,,
797.5,0.00251189,,,
797.6,0.00245471,,,
797.7,0.00245471,,,
797.8,0.00245471,,,
797.9,0.00245471,,,
798,0.00239883,,,
798.1,0.00239883,,,
798.2,0.00239883,,,
798.3,0.00239883,,,
798.4,0.00239883,,,
798.5,0.00239883,,,
798.6,0.00239883,,,
798.7,0.00239883,,,
798.8,0.00239883,,,
798.9,0.00239883,,,
799,0.00245471,,,
799.1,0.00245471,,,
799.2,0.00245471,,,
799.3,0.00245471,,,
799.4,0.00251189,,,
799.5,0.00251189,,,
799.6,0.0025704,,,
799.7,0.0025704,,,
799.8,0.00263027,,,
799.9,0.00263027,,,
800,0.00269153,,,
800.1,0.00275423,,,
800.2,0.00275423,,,
800.3,0.00281838,,,
800.4,0.00288403,,,
800.5,0.00295121,,,
800.6,0.00301995,,,
800.7,0.0030903,,,
800.8,0.00316228,,,
800.9,0.00323594,,,
801,0.00331131,,,
801.1,0.00338844,,,
801.2,0.00354813,,,
801.3,0.00363078,,,
801.4,0.00371535,,,
801.5,0.00389045,,,
801.6,0.00398107,,,
801.7,0.0040738,,,
801.8,0.0042658,,,
801.9,0.00446684,,,
802,0.00457088,,,
802.1,0.0047863,,,
802.2,0.00501187,,,
802.3,0.00512861,,,
802.4,0.00537032,,,
802.5,0.00562341,,,
802.6,0.00588844,,,
802.7,0.00616595,,,
802.8,0.00630957,,,
802.9,0.00660693,,,
803,0.00691831,,,
803.1,0.00724436,,,
803.2,0.00758578,,,
803.3,0.00794328,,,
803.4,0.00812831,,,
803.5,0.00851138,,,
803.6,0.00891251,,,
803.7,0.00912011,,,
803.8,0.00954993,,,
803.9,0.00977237,,,
804,0.01,,,
804.1,0.01023293,,,
804.2,0.01047129,,,
804.3,0.01047129,,,
804.4,0.01071519,,,
804.5,0.01071519,,,
804.6,0.01071519,,,
804.7,0.01071519,,,
804.8,0.01047129,,,
804.9,0.01047129,,,
805,0.01023293,,,
805.1,0.01,,,
805.2,0.00977237,,,
805.3,0.00933254,,,
805.4,0.00912011,,,
805.5,0.00870964,,,
805.6,0.00851138,,,
805.7,0.00812831,,,
805.8,0.00776247,,,
805.9,0.0074131,,,
806,0.00707946,,,
806.1,0.00691831,,,
806.2,0.00660693,,,
806.3,0.00630957,,,
806.4,0.0060256,,,
806.5,0.0057544,,,
806.6,0.00549541,,,
806.7,0.00524807,,,
806.8,0.00501187,,,
806.9,0.00489779,,,
807,0.00467735,,,
807.1,0.00446684,,,
807.2,0.0042658,,,
807.3,0.00416869,,,
807.4,0.00398107,,,
807.5,0.00389045,,,
807.6,0.00371535,,,
807.7,0.00363078,,,
807.8,0.00346737,,,
807.9,0.00338844,,,
808,0.00331131,,,
808.1,0.00316228,,,
808.2,0.0030903,,,
808.3,0.00301995,,,
808.4,0.00295121,,,
808.5,0.00288403,,,
808.6,0.00281838,,,
808.7,0.00275423,,,
808.8,0.00269153,,,
808.9,0.00263027,,,
809,0.0025704,,,
809.1,0.00251189,,,
809.2,0.00251189,,,
809.3,0.00245471,,,
809.4,0.00239883,,,
809.5,0.00239883,,,
809.6,0.00234423,,,
809.7,0.00229087,,,
809.8,0.00229087,,,
809.9,0.00229087,,,
810,0.00223872,,,
810.1,0.00223872,,,
810.2,0.00218776,,,
810.3,0.00218776,,,
810.4,0.00218776,,,
810.5,0.00218776,,,
810.6,0.00213796,,,
810.7,0.00213796,,,
810.8,0.00213796,,,
810.9,0.00213796,,,
811,0.00213796,,,
811.1,0.00213796,,,
811.2,0.00213796,,,
811.3,0.00213796,,,
811.4,0.00213796,,,
811.5,0.00213796,,,
811.6,0.00213796,,,
811.7,0.00218776,,,
811.8,0.00218776,,,
811.9,0.00218776,,,
812,0.00218776,,,
812.1,0.00223872,,,
812.2,0.00223872,,,
812.3,0.00223872,,,
812.4,0.00229087,,,
812.5,0.00229087,,,
812.6,0.00234423,,,
812.7,0.00234423,,,
812.8,0.00239883,,,
812.9,0.00239883,,,
813,0.00245471,,,
813.1,0.00251189,,,
813.2,0.00251189,,,
813.3,0.0025704,,,
813.4,0.00263027,,,
813.5,0.00263027,,,
813.6,0.00269153,,,
813.7,0.00275423,,,
813.8,0.00281838,,,
813.9,0.00288403,,,
814,0.00288403,,,
814.1,0.00295121,,,
814.2,0.00301995,,,
814.3,0.0030903,,,
814.4,0.00316228,,,
814.5,0.00323594,,,
814.6,0.00331131,,,
814.7,0.00338844,,,
814.8,0.00346737,,,
814.9,0.00354813,,,
815,0.00363078,,,
815.1,0.00371535,,,
815.2,0.00389045,,,
815.3,0.00398107,,,
815.4,0.0040738,,,
815.5,0.00416869,,,
815.6,0.0042658,,,
815.7,0.00436516,,,
815.8,0.00457088,,,
815.9,0.00467735,,,
816,0.0047863,,,
816.1,0.00489779,,,
816.2,0.00501187,,,
816.3,0.00524807,,,
816.4,0.00537032,,,
816.5,0.00549541,,,
816.6,0.00562341,,,
816.7,0.00588844,,,
816.8,0.0060256,,,
816.9,0.00616595,,,
817,0.00645654,,,
817.1,0.00660693,,,
817.2,0.00676083,,,
817.3,0.00691831,,,
817.4,0.00707946,,,
817.5,0.0074131,,,
817.6,0.00758578,,,
817.7,0.00776247,,,
817.8,0.00794328,,,
817.9,0.00812831,,,
818,0.00831764,,,
818.1,0.00870964,,,
818.2,0.00891251,,,
818.3,0.00912011,,,
818.4,0.00933254,,,
818.5,0.00954993,,,
818.6,0.00977237,,,
818.7,0.00977237,,,
818.8,0.01,,,
818.9,0.01023293,,,
819,0.01047129,,,
819.1,0.01071519,,,
819.2,0.01071519,,,
819.3,0.01096478,,,
819.4,0.01096478,,,
819.5,0.01122018,,,
819.6,0.01122018,,,
819.7,0.01148154,,,
819.8,0.01148154,,,
819.9,0.01148154,,,
820,0.01174898,,,
820.1,0.01174898,,,
820.2,0.01174898,,,
820.3,0.01174898,,,
820.4,0.01174898,,,
820.5,0.01174898,,,
820.6,0.01174898,,,
820.7,0.01174898,,,
820.8,0.01148154,,,
820.9,0.01148154,,,
821,0.01148154,,,
821.1,0.01122018,,,
821.2,0.01122018,,,
821.3,0.01096478,,,
821.4,0.01096478,,,
821.5,0.01071519,,,
821.6,0.01047129,,,
821.7,0.01047129,,,
821.8,0.01023293,,,
821.9,0.01,,,
822,0.00977237,,,
822.1,0.00977237,,,
822.2,0.00954993,,,
822.3,0.00933254,,,
822.4,0.00912011,,,
822.5,0.00891251,,,
822.6,0.00870964,,,
822.7,0.00851138,,,
822.8,0.00831764,,,
822.9,0.00812831,,,
823,0.00794328,,,
823.1,0.00776247,,,
823.2,0.00758578,,,
823.3,0.0074131,,,
823.4,0.00724436,,,
823.5,0.00707946,,,
823.6,0.00691831,,,
823.7,0.00676083,,,
823.8,0.00660693,,,
823.9,0.00630957,,,
824,0.00616595,,,
824.1,0.0060256,,,
824.2,0.00588844,,,
824.3,0.0057544,,,
824.4,0.00562341,,,
824.5,0.00549541,,,
824.6,0.00537032,,,
824.7,0.00524807,,,
824.8,0.00512861,,,
824.9,0.00501187,,,
825,0.00501187,,,
825.1,0.00489779,,,
825.2,0.0047863,,,
825.3,0.00467735,,,
825.4,0.00457088,,,
825.5,0.00446684,,,
825.6,0.00436516,,,
825.7,0.00436516,,,
825.8,0.0042658,,,
825.9,0.00416869,,,
826,0.0040738,,,
826.1,0.0040738,,,
826.2,0.00398107,,,
826.3,0.00389045,,,
826.4,0.00389045,,,
826.5,0.00380189,,,
826.6,0.00371535,,,
826.7,0.00371535,,,
826.8,0.00363078,,,
826.9,0.00363078,,,
827,0.00354813,,,
827.1,0.00354813,,,
827.2,0.00354813,,,
827.3,0.00346737,,,
827.4,0.00346737,,,
827.5,0.00338844,,,
827.6,0.00338844,,,
827.7,0.00338844,,,
827.8,0.00338844,,,
827.9,0.00331131,,,
828,0.00331131,,,
828.1,0.00331131,,,
828.2,0.00331131,,,
828.3,0.00331131,,,
828.4,0.00331131,,,
828.5,0.00331131,,,
828.6,0.00331131,,,
828.7,0.00331131,,,
828.8,0.00331131,,,
828.9,0.00331131,,,
829,0.00331131,,,
829.1,0.00331131,,,
829.2,0.00331131,,,
829.3,0.00331131,,,
829.4,0.00338844,,,
829.5,0.00338844,,,
829.6,0.00338844,,,
829.7,0.00338844,,,
829.8,0.00346737,,,
829.9,0.00346737,,,
830,0.00354813,,,
830.1,0.00354813,,,
830.2,0.00363078,,,
830.3,0.00363078,,,
830.4,0.00371535,,,
830.5,0.00371535,,,
830.6,0.00380189,,,
830.7,0.00389045,,,
830.8,0.00389045,,,
830.9,0.00398107,,,
831,0.0040738,,,
831.1,0.00416869,,,
831.2,0.00416869,,,
831.3,0.0042658,,,
831.4,0.00436516,,,
831.5,0.00446684,,,
831.6,0.00457088,,,
831.7,0.00467735,,,
831.8,0.0047863,,,
831.9,0.00489779,,,
832,0.00501187,,,
832.1,0.00512861,,,
832.2,0.00537032,,,
832.3,0.00549541,,,
832.4,0.00562341,,,
832.5,0.0057544,,,
832.6,0.0060256,,,
832.7,0.00616595,,,
832.8,0.00630957,,,
832.9,0.00660693,,,
833,0.00676083,,,
833.1,0.00707946,,,
833.2,0.00724436,,,
833.3,0.00758578,,,
833.4,0.00776247,,,
833.5,0.00812831,,,
833.6,0.00831764,,,
833.7,0.00870964,,,
833.8,0.00912011,,,
833.9,0.00933254,,,
834,0.00977237,,,
834.1,0.01,,,
834.2,0.01047129,,,
834.3,0.01096478,,,
834.4,0.01122018,,,
834.5,0.01174898,,,
834.6,0.01202264,,,
834.7,0.01258925,,,
834.8,0.0128825,,,
834.9,0.01318257,,,
835,0.01380384,,,
835.1,0.01412538,,,
